    Coord1     Coord2      Energy(Hartree)     Energy(kcal/mol)   Relative(kcal/mol)
      2.85       2.15         -2184.893114      -1371041.128712            40.296776
      2.85       2.10         -2184.890684      -1371039.603864            41.821624
      2.85       2.05         -2184.888732      -1371038.378966            43.046522
      2.85       2.00         -2184.886850      -1371037.197993            44.227495
      2.85       1.95         -2184.885285      -1371036.215941            45.209548
      2.85       1.90         -2184.884371      -1371035.642397            45.783091
      2.85       1.85         -2184.883723      -1371035.235771            46.189717
      2.85       1.80         -2184.883841      -1371035.309817            46.115671
      2.85       1.75         -2184.884069      -1371035.452889            45.972599
      2.85       1.70         -2184.884391      -1371035.654947            45.770541
      2.85       1.65         -2184.884613      -1371035.794254            45.631234
      2.85       1.60         -2184.883951      -1371035.378843            46.046645
      2.85       1.55         -2184.882140      -1371034.242423            47.183065
      2.85       1.50         -2184.879063      -1371032.311577            49.113912
      2.80       3.95         -2184.914015      -1371054.244288            27.181200
      2.80       3.90         -2184.914177      -1371054.345944            27.079544
      2.80       3.85         -2184.914363      -1371054.462661            26.962827
      2.80       3.80         -2184.914380      -1371054.473329            26.952159
      2.80       3.75         -2184.914576      -1371054.596321            26.829168
      2.80       3.70         -2184.914561      -1371054.586908            26.838580
      2.80       3.65         -2184.914843      -1371054.763866            26.661623
      2.80       3.60         -2184.915040      -1371054.887485            26.538003
      2.80       3.55         -2184.915138      -1371054.948981            26.476507
      2.80       3.50         -2184.915555      -1371055.210652            26.214836
      2.80       3.45         -2184.915708      -1371055.306661            26.118827
      2.80       3.40         -2184.915800      -1371055.364392            26.061096
      2.80       3.35         -2184.915911      -1371055.434046            25.991442
      2.80       3.30         -2184.916123      -1371055.567078            25.858410
      2.80       3.25         -2184.916189      -1371055.608493            25.816995
      2.80       3.20         -2184.916403      -1371055.742781            25.682708
      2.80       3.15         -2184.916291      -1371055.672499            25.752989
      2.80       3.10         -2184.916431      -1371055.760351            25.665137
      2.80       3.05         -2184.916139      -1371055.577118            25.848370
      2.80       3.00         -2184.916139      -1371055.577118            25.848370
      2.80       2.95         -2184.916511      -1371055.810552            25.614937
      2.80       2.90         -2184.916289      -1371055.671244            25.754244
      2.80       2.85         -2184.915897      -1371055.425261            26.000228
      2.80       2.80         -2184.915111      -1371054.932038            26.493450
      2.80       2.75         -2184.914582      -1371054.600086            26.825403
      2.80       2.70         -2184.913526      -1371053.937436            27.488053
      2.80       2.65         -2184.912606      -1371053.360127            28.065361
      2.80       2.60         -2184.911436      -1371052.625941            28.799547
      2.80       2.55         -2184.909876      -1371051.647026            29.778462
      2.80       2.50         -2184.908349      -1371050.688819            30.736669
      2.80       2.45         -2184.906584      -1371049.581265            31.844223
      2.80       2.40         -2184.904449      -1371048.241532            33.183956
      2.80       2.35         -2184.902440      -1371046.980866            34.444623
      2.80       2.30         -2184.900033      -1371045.470450            35.955038
      2.80       2.25         -2184.897755      -1371044.040984            37.384504
      2.80       2.20         -2184.895224      -1371042.452757            38.972731
      2.80       2.15         -2184.892968      -1371041.037096            40.388392
      2.80       2.10         -2184.890628      -1371039.568724            41.856764
      2.80       2.05         -2184.888600      -1371038.296135            43.129354
      2.80       2.00         -2184.887021      -1371037.305297            44.120191
      2.80       1.95         -2184.885881      -1371036.589936            44.835552
      2.80       1.90         -2184.885008      -1371036.042121            45.383368
      2.80       1.85         -2184.884592      -1371035.781077            45.644412
      2.80       1.80         -2184.884852      -1371035.944229            45.481259
      2.80       1.75         -2184.885240      -1371036.187703            45.237785
      2.80       1.70         -2184.885736      -1371036.498947            44.926541
      2.80       1.65         -2184.886109      -1371036.733008            44.692480
      2.80       1.60         -2184.885497      -1371036.348973            45.076516
      2.80       1.55         -2184.884118      -1371035.483637            45.941851
      2.80       1.50         -2184.880766      -1371033.380225            48.045263
      2.75       3.95         -2184.912729      -1371053.437311            27.988178
      2.75       3.90         -2184.912916      -1371053.554655            27.870833
      2.75       3.85         -2184.913108      -1371053.675137            27.750351
      2.75       3.80         -2184.913010      -1371053.613641            27.811847
      2.75       3.75         -2184.913311      -1371053.802521            27.622967
      2.75       3.70         -2184.913541      -1371053.946848            27.478640
      2.75       3.65         -2184.913674      -1371054.030307            27.395181
      2.75       3.60         -2184.913893      -1371054.167732            27.257757
      2.75       3.55         -2184.913939      -1371054.196597            27.228891
      2.75       3.50         -2184.914066      -1371054.276291            27.149197
      2.75       3.45         -2184.914282      -1371054.411833            27.013655
      2.75       3.40         -2184.914297      -1371054.421246            27.004243
      2.75       3.35         -2184.914519      -1371054.560553            26.864936
      2.75       3.30         -2184.914943      -1371054.826617            26.598872
      2.75       3.25         -2184.914978      -1371054.848580            26.576909
      2.75       3.20         -2184.915212      -1371054.995417            26.430072
      2.75       3.15         -2184.915082      -1371054.913840            26.511648
      2.75       3.10         -2184.915349      -1371055.081386            26.344103
      2.75       3.05         -2184.915365      -1371055.091426            26.334063
      2.75       3.00         -2184.915403      -1371055.115271            26.310217
      2.75       2.95         -2184.915092      -1371054.920116            26.505373
      2.75       2.90         -2184.915044      -1371054.889995            26.535493
      2.75       2.85         -2184.914474      -1371054.532315            26.893174
      2.75       2.80         -2184.914132      -1371054.317706            27.107782
      2.75       2.75         -2184.913273      -1371053.778676            27.646812
      2.75       2.70         -2184.912642      -1371053.382717            28.042771
      2.75       2.65         -2184.911494      -1371052.662336            28.763152
      2.75       2.60         -2184.910404      -1371051.978351            29.447137
      2.75       2.55         -2184.909087      -1371051.151921            30.273567
      2.75       2.50         -2184.907432      -1371050.113393            31.312095
      2.75       2.45         -2184.905629      -1371048.981993            32.443495
      2.75       2.40         -2184.903818      -1371047.845574            33.579914
      2.75       2.35         -2184.901605      -1371046.456895            34.968593
      2.75       2.30         -2184.899557      -1371045.171756            36.253732
      2.75       2.25         -2184.897148      -1371043.660086            37.765403
      2.75       2.20         -2184.894749      -1371042.154690            39.270798
      2.75       2.15         -2184.892545      -1371040.771659            40.653829
      2.75       2.10         -2184.890325      -1371039.378588            42.046900
      2.75       2.05         -2184.888579      -1371038.282957            43.142531
      2.75       2.00         -2184.887011      -1371037.299022            44.126466
      2.75       1.95         -2184.886097      -1371036.725478            44.700010
      2.75       1.90         -2184.885391      -1371036.282457            45.143032
      2.75       1.85         -2184.885495      -1371036.347718            45.077771
      2.75       1.80         -2184.885821      -1371036.552286            44.873202
      2.75       1.75         -2184.886521      -1371036.991542            44.433946
      2.75       1.70         -2184.887214      -1371037.426406            43.999082
      2.75       1.65         -2184.887615      -1371037.678038            43.747450
      2.75       1.60         -2184.887470      -1371037.587049            43.838439
      2.75       1.55         -2184.885945      -1371036.630097            44.795391
      2.75       1.50         -2184.882639      -1371034.555551            46.869938
      2.70       3.95         -2184.911245      -1371052.506087            28.919402
      2.70       3.90         -2184.911453      -1371052.636609            28.788880
      2.70       3.85         -2184.911659      -1371052.765876            28.659613
      2.70       3.80         -2184.911573      -1371052.711910            28.713579
      2.70       3.75         -2184.911931      -1371052.936558            28.488930
      2.70       3.70         -2184.912094      -1371053.038842            28.386646
      2.70       3.65         -2184.912261      -1371053.143636            28.281852
      2.70       3.60         -2184.912149      -1371053.073355            28.352133
      2.70       3.55         -2184.912421      -1371053.244038            28.181450
      2.70       3.50         -2184.912668      -1371053.399033            28.026456
      2.70       3.45         -2184.912962      -1371053.583520            27.841968
      2.70       3.40         -2184.912934      -1371053.565950            27.859538
      2.70       3.35         -2184.913175      -1371053.717180            27.708308
      2.70       3.30         -2184.913477      -1371053.906688            27.518800
      2.70       3.25         -2184.913600      -1371053.983871            27.441617
      2.70       3.20         -2184.913735      -1371054.068585            27.356903
      2.70       3.15         -2184.914564      -1371054.588791            26.836698
      2.70       3.10         -2184.914719      -1371054.686055            26.739434
      2.70       3.05         -2184.914715      -1371054.683545            26.741944
      2.70       3.00         -2184.914604      -1371054.613891            26.811597
      2.70       2.95         -2184.914410      -1371054.492154            26.933334
      2.70       2.90         -2184.913903      -1371054.174007            27.251481
      2.70       2.85         -2184.913676      -1371054.031562            27.393926
      2.70       2.80         -2184.913209      -1371053.738515            27.686973
      2.70       2.75         -2184.912394      -1371053.227095            28.198393
      2.70       2.70         -2184.911656      -1371052.763993            28.661495
      2.70       2.65         -2184.910711      -1371052.170997            29.254492
      2.70       2.60         -2184.909391      -1371051.342684            30.082804
      2.70       2.55         -2184.908101      -1371050.533197            30.892291
      2.70       2.50         -2184.906696      -1371049.651546            31.773942
      2.70       2.45         -2184.904976      -1371048.572230            32.853259
      2.70       2.40         -2184.903086      -1371047.386237            34.039251
      2.70       2.35         -2184.900904      -1371046.017011            35.408477
      2.70       2.30         -2184.898907      -1371044.763875            36.661614
      2.70       2.25         -2184.896559      -1371043.290482            38.135006
      2.70       2.20         -2184.894381      -1371041.923767            39.501721
      2.70       2.15         -2184.892085      -1371040.483005            40.942483
      2.70       2.10         -2184.890089      -1371039.230496            42.194992
      2.70       2.05         -2184.888534      -1371038.254719            43.170769
      2.70       2.00         -2184.887158      -1371037.391266            44.034222
      2.70       1.95         -2184.886486      -1371036.969580            44.455909
      2.70       1.90         -2184.886049      -1371036.695358            44.730130
      2.70       1.85         -2184.886290      -1371036.846588            44.578901
      2.70       1.80         -2184.886803      -1371037.168500            44.256988
      2.70       1.75         -2184.887640      -1371037.693726            43.731763
      2.70       1.70         -2184.888279      -1371038.094704            43.330784
      2.70       1.65         -2184.889443      -1371038.825125            42.600363
      2.70       1.60         -2184.889251      -1371038.704643            42.720845
      2.70       1.55         -2184.887768      -1371037.774047            43.651442
      2.70       1.50         -2184.887149      -1371037.385618            44.039870
      2.65       3.95         -2184.909478      -1371051.397277            30.028211
      2.65       3.90         -2184.909726      -1371051.552900            29.872589
      2.65       3.85         -2184.909857      -1371051.635103            29.790385
      2.65       3.80         -2184.910115      -1371051.797001            29.628487
      2.65       3.75         -2184.910252      -1371051.882970            29.542519
      2.65       3.70         -2184.910478      -1371052.024787            29.400701
      2.65       3.65         -2184.910379      -1371051.962663            29.462825
      2.65       3.60         -2184.910802      -1371052.228100            29.197388
      2.65       3.55         -2184.910971      -1371052.334149            29.091339
      2.65       3.50         -2184.911218      -1371052.489144            28.936344
      2.65       3.45         -2184.911161      -1371052.453376            28.972112
      2.65       3.40         -2184.911454      -1371052.637236            28.788252
      2.65       3.35         -2184.911752      -1371052.824234            28.601254
      2.65       3.30         -2184.911970      -1371052.961031            28.464457
      2.65       3.25         -2184.912267      -1371053.147401            28.278087
      2.65       3.20         -2184.912429      -1371053.249058            28.176430
      2.65       3.15         -2184.912564      -1371053.333772            28.091717
      2.65       3.10         -2184.912393      -1371053.226468            28.199021
      2.65       3.05         -2184.912505      -1371053.296749            28.128740
      2.65       3.00         -2184.912169      -1371053.085905            28.339583
      2.65       2.95         -2184.912286      -1371053.159324            28.266164
      2.65       2.90         -2184.911803      -1371052.856237            28.569251
      2.65       2.85         -2184.911713      -1371052.799761            28.625727
      2.65       2.80         -2184.911023      -1371052.366780            29.058709
      2.65       2.75         -2184.910633      -1371052.122051            29.303437
      2.65       2.70         -2184.909712      -1371051.544115            29.881374
      2.65       2.65         -2184.908769      -1371050.952373            30.473115
      2.65       2.60         -2184.907861      -1371050.382595            31.042894
      2.65       2.55         -2184.906442      -1371049.492159            31.933330
      2.65       2.50         -2184.905130      -1371048.668866            32.756622
      2.65       2.45         -2184.903337      -1371047.543742            33.881747
      2.65       2.40         -2184.901636      -1371046.476348            34.949140
      2.65       2.35         -2184.899764      -1371045.301650            36.123838
      2.65       2.30         -2184.897591      -1371043.938072            37.487416
      2.65       2.25         -2184.895523      -1371042.640383            38.785106
      2.65       2.20         -2184.893280      -1371041.232879            40.192609
      2.65       2.15         -2184.891399      -1371040.052534            41.372955
      2.65       2.10         -2184.889530      -1371038.879718            42.545770
      2.65       2.05         -2184.888187      -1371038.036973            43.388515
      2.65       2.00         -2184.887078      -1371037.341065            44.084423
      2.65       1.95         -2184.886655      -1371037.075629            44.349860
      2.65       1.90         -2184.886482      -1371036.967070            44.458419
      2.65       1.85         -2184.887099      -1371037.354243            44.071245
      2.65       1.80         -2184.887882      -1371037.845583            43.579905
      2.65       1.75         -2184.888981      -1371038.535216            42.890273
      2.65       1.70         -2184.890340      -1371039.388001            42.037487
      2.65       1.65         -2184.890996      -1371039.799647            41.625841
      2.65       1.60         -2184.890842      -1371039.703011            41.722477
      2.65       1.55         -2184.889800      -1371039.049146            42.376342
      2.65       1.50         -2184.886596      -1371037.038606            44.386883
      2.60       3.95         -2184.907371      -1371050.075115            31.350373
      2.60       3.90         -2184.907676      -1371050.266505            31.158983
      2.60       3.85         -2184.907888      -1371050.399537            31.025951
      2.60       3.80         -2184.908081      -1371050.520647            30.904842
      2.60       3.75         -2184.908318      -1371050.669366            30.756122
      2.60       3.70         -2184.908601      -1371050.846952            30.578537
      2.60       3.65         -2184.908593      -1371050.841932            30.583557
      2.60       3.60         -2184.908902      -1371051.035832            30.389656
      2.60       3.55         -2184.908832      -1371050.991906            30.433582
      2.60       3.50         -2184.909287      -1371051.277423            30.148065
      2.60       3.45         -2184.909506      -1371051.414848            30.010641
      2.60       3.40         -2184.909769      -1371051.579883            29.845606
      2.60       3.35         -2184.910728      -1371052.181664            29.243824
      2.60       3.30         -2184.911043      -1371052.379330            29.046159
      2.60       3.25         -2184.911226      -1371052.494164            28.931324
      2.60       3.20         -2184.911123      -1371052.429530            28.995958
      2.60       3.15         -2184.911405      -1371052.606488            28.819000
      2.60       3.10         -2184.911208      -1371052.482869            28.942619
      2.60       3.05         -2184.911345      -1371052.568838            28.856651
      2.60       3.00         -2184.911342      -1371052.566955            28.858533
      2.60       2.95         -2184.910991      -1371052.346699            29.078789
      2.60       2.90         -2184.910911      -1371052.296498            29.128990
      2.60       2.85         -2184.910674      -1371052.147779            29.277710
      2.60       2.80         -2184.910059      -1371051.761860            29.663628
      2.60       2.75         -2184.909520      -1371051.423633            30.001855
      2.60       2.70         -2184.908823      -1371050.986259            30.439230
      2.60       2.65         -2184.907748      -1371050.311686            31.113802
      2.60       2.60         -2184.906690      -1371049.647781            31.777707
      2.60       2.55         -2184.905274      -1371048.759228            32.666261
      2.60       2.50         -2184.903892      -1371047.892009            33.533479
      2.60       2.45         -2184.902460      -1371046.993416            34.432072
      2.60       2.40         -2184.900622      -1371045.840053            35.585435
      2.60       2.35         -2184.898761      -1371044.672258            36.753230
      2.60       2.30         -2184.896864      -1371043.481873            37.943615
      2.60       2.25         -2184.894756      -1371042.159083            39.266405
      2.60       2.20         -2184.892691      -1371040.863276            40.562212
      2.60       2.15         -2184.890892      -1371039.734386            41.691102
      2.60       2.10         -2184.889197      -1371038.670758            42.754731
      2.60       2.05         -2184.888060      -1371037.957279            43.468209
      2.60       2.00         -2184.887162      -1371037.393776            44.031712
      2.60       1.95         -2184.886975      -1371037.276432            44.149057
      2.60       1.90         -2184.887106      -1371037.358635            44.066853
      2.60       1.85         -2184.888025      -1371037.935317            43.490172
      2.60       1.80         -2184.889060      -1371038.584789            42.840699
      2.60       1.75         -2184.890562      -1371039.527308            41.898180
      2.60       1.70         -2184.891736      -1371040.264004            41.161484
      2.60       1.65         -2184.892921      -1371041.007603            40.417885
      2.60       1.60         -2184.893020      -1371041.069726            40.355762
      2.60       1.55         -2184.891784      -1371040.294125            41.131363
      2.60       1.50         -2184.891335      -1371040.012373            41.413115
      2.55       3.95         -2184.905103      -1371048.651923            32.773565
      2.55       3.90         -2184.905458      -1371048.874689            32.550799
      2.55       3.85         -2184.905734      -1371049.047882            32.377606
      2.55       3.80         -2184.905928      -1371049.169619            32.255869
      2.55       3.75         -2184.906169      -1371049.320849            32.104640
      2.55       3.70         -2184.906125      -1371049.293238            32.132250
      2.55       3.65         -2184.906503      -1371049.530437            31.895052
      2.55       3.60         -2184.906828      -1371049.734377            31.691111
      2.55       3.55         -2184.906828      -1371049.734377            31.691111
      2.55       3.50         -2184.907152      -1371049.937690            31.487798
      2.55       3.45         -2184.907909      -1371050.412715            31.012773
      2.55       3.40         -2184.908210      -1371050.601595            30.823893
      2.55       3.35         -2184.908351      -1371050.690074            30.735414
      2.55       3.30         -2184.908544      -1371050.811184            30.614305
      2.55       3.25         -2184.908406      -1371050.724587            30.700901
      2.55       3.20         -2184.908713      -1371050.917233            30.508256
      2.55       3.15         -2184.908985      -1371051.087915            30.337573
      2.55       3.10         -2184.908926      -1371051.050892            30.374596
      2.55       3.05         -2184.909085      -1371051.150666            30.274822
      2.55       3.00         -2184.908842      -1371050.998181            30.427307
      2.55       2.95         -2184.908916      -1371051.044617            30.380871
      2.55       2.90         -2184.908481      -1371050.771650            30.653838
      2.55       2.85         -2184.908411      -1371050.727725            30.697763
      2.55       2.80         -2184.907764      -1371050.321726            31.103762
      2.55       2.75         -2184.907466      -1371050.134728            31.290760
      2.55       2.70         -2184.906566      -1371049.569970            31.855518
      2.55       2.65         -2184.905820      -1371049.101848            32.323641
      2.55       2.60         -2184.904873      -1371048.507596            32.917892
      2.55       2.55         -2184.903533      -1371047.666734            33.758755
      2.55       2.50         -2184.902213      -1371046.838421            34.587067
      2.55       2.45         -2184.900739      -1371045.913472            35.512016
      2.55       2.40         -2184.898943      -1371044.786465            36.639023
      2.55       2.35         -2184.897204      -1371043.695226            37.730262
      2.55       2.30         -2184.895178      -1371042.423892            39.001596
      2.55       2.25         -2184.893398      -1371041.306925            40.118563
      2.55       2.20         -2184.891439      -1371040.077634            41.347854
      2.55       2.15         -2184.889885      -1371039.102484            42.323004
      2.55       2.10         -2184.888409      -1371038.176280            43.249208
      2.55       2.05         -2184.887549      -1371037.636622            43.788866
      2.55       2.00         -2184.886993      -1371037.287727            44.137761
      2.55       1.95         -2184.887099      -1371037.354243            44.071245
      2.55       1.90         -2184.887492      -1371037.600854            43.824634
      2.55       1.85         -2184.888794      -1371038.417871            43.007617
      2.55       1.80         -2184.890114      -1371039.246184            42.179304
      2.55       1.75         -2184.891914      -1371040.375701            41.049787
      2.55       1.70         -2184.893392      -1371041.303160            40.122328
      2.55       1.65         -2184.894527      -1371042.015383            39.410105
      2.55       1.60         -2184.895381      -1371042.551276            38.874212
      2.55       1.55         -2184.894440      -1371041.960790            39.464698
      2.55       1.50         -2184.891650      -1371040.210038            41.215450
      2.50       3.95         -2184.902445      -1371046.984003            34.441485
      2.50       3.90         -2184.902751      -1371047.176021            34.249467
      2.50       3.85         -2184.902942      -1371047.295875            34.129613
      2.50       3.80         -2184.903352      -1371047.553154            33.872334
      2.50       3.75         -2184.903324      -1371047.535584            33.889904
      2.50       3.70         -2184.903712      -1371047.779058            33.646430
      2.50       3.65         -2184.904041      -1371047.985508            33.439980
      2.50       3.60         -2184.904035      -1371047.981743            33.443745
      2.50       3.55         -2184.904368      -1371048.190704            33.234784
      2.50       3.50         -2184.904764      -1371048.439198            32.986291
      2.50       3.45         -2184.904908      -1371048.529559            32.895929
      2.50       3.40         -2184.905674      -1371049.010231            32.415257
      2.50       3.35         -2184.905979      -1371049.201622            32.223867
      2.50       3.30         -2184.906163      -1371049.317083            32.108405
      2.50       3.25         -2184.906380      -1371049.453253            31.972235
      2.50       3.20         -2184.906477      -1371049.514121            31.911367
      2.50       3.15         -2184.906679      -1371049.640878            31.784610
      2.50       3.10         -2184.906873      -1371049.762615            31.662873
      2.50       3.05         -2184.906771      -1371049.698609            31.726879
      2.50       3.00         -2184.906634      -1371049.612640            31.812848
      2.50       2.95         -2184.906753      -1371049.687314            31.738174
      2.50       2.90         -2184.906506      -1371049.532319            31.893169
      2.50       2.85         -2184.906336      -1371049.425643            31.999846
      2.50       2.80         -2184.905752      -1371049.059177            32.366311
      2.50       2.75         -2184.905415      -1371048.847706            32.577782
      2.50       2.70         -2184.904820      -1371048.474338            32.951150
      2.50       2.65         -2184.903851      -1371047.866282            33.559207
      2.50       2.60         -2184.902903      -1371047.271403            34.154086
      2.50       2.55         -2184.901794      -1371046.575495            34.849994
      2.50       2.50         -2184.900342      -1371045.664351            35.761137
      2.50       2.45         -2184.898893      -1371044.755090            36.670399
      2.50       2.40         -2184.897371      -1371043.800020            37.625468
      2.50       2.35         -2184.895552      -1371042.658580            38.766908
      2.50       2.30         -2184.893834      -1371041.580519            39.844969
      2.50       2.25         -2184.891918      -1371040.378211            41.047277
      2.50       2.20         -2184.890369      -1371039.406199            42.019289
      2.50       2.15         -2184.888783      -1371038.410969            43.014519
      2.50       2.10         -2184.887792      -1371037.789107            43.636381
      2.50       2.05         -2184.887017      -1371037.302787            44.122701
      2.50       2.00         -2184.887038      -1371037.315965            44.109523
      2.50       1.95         -2184.887341      -1371037.506100            43.919388
      2.50       1.90         -2184.888443      -1371038.197616            43.227873
      2.50       1.85         -2184.889731      -1371039.005848            42.419640
      2.50       1.80         -2184.891581      -1371040.166740            41.258748
      2.50       1.75         -2184.893382      -1371041.296885            40.128603
      2.50       1.70         -2184.895428      -1371042.580769            38.844719
      2.50       1.65         -2184.896706      -1371043.382726            38.042762
      2.50       1.60         -2184.897115      -1371043.639378            37.786110
      2.50       1.55         -2184.898521      -1371044.521656            36.903832
      2.50       1.50         -2184.895706      -1371042.755217            38.670271
      2.45       3.95         -2184.899473      -1371045.119045            36.306443
      2.45       3.90         -2184.899655      -1371045.233252            36.192236
      2.45       3.85         -2184.900202      -1371045.576500            35.848989
      2.45       3.80         -2184.900552      -1371045.796128            35.629360
      2.45       3.75         -2184.900863      -1371045.991283            35.434205
      2.45       3.70         -2184.901017      -1371046.087920            35.337569
      2.45       3.65         -2184.901586      -1371046.444973            34.980516
      2.45       3.60         -2184.901830      -1371046.598085            34.827403
      2.45       3.55         -2184.902043      -1371046.731744            34.693744
      2.45       3.50         -2184.902271      -1371046.874817            34.550672
      2.45       3.45         -2184.902396      -1371046.953255            34.472233
      2.45       3.40         -2184.902679      -1371047.130840            34.294648
      2.45       3.35         -2184.902619      -1371047.093190            34.332298
      2.45       3.30         -2184.903151      -1371047.427025            33.998463
      2.45       3.25         -2184.903806      -1371047.838044            33.587445
      2.45       3.20         -2184.904039      -1371047.984253            33.441235
      2.45       3.15         -2184.904197      -1371048.083400            33.342088
      2.45       3.10         -2184.904416      -1371048.220824            33.204664
      2.45       3.05         -2184.904350      -1371048.179409            33.246079
      2.45       3.00         -2184.904830      -1371048.480613            32.944875
      2.45       2.95         -2184.904814      -1371048.470573            32.954915
      2.45       2.90         -2184.904723      -1371048.413470            33.012018
      2.45       2.85         -2184.904289      -1371048.141131            33.284358
      2.45       2.80         -2184.903952      -1371047.929660            33.495828
      2.45       2.75         -2184.903445      -1371047.611513            33.813976
      2.45       2.70         -2184.902588      -1371047.073737            34.351751
      2.45       2.65         -2184.901873      -1371046.625068            34.800420
      2.45       2.60         -2184.900947      -1371046.043994            35.381494
      2.45       2.55         -2184.899667      -1371045.240782            36.184706
      2.45       2.50         -2184.898432      -1371044.465808            36.959681
      2.45       2.45         -2184.897042      -1371043.593570            37.831919
      2.45       2.40         -2184.895375      -1371042.547511            38.877977
      2.45       2.35         -2184.893843      -1371041.586167            39.839321
      2.45       2.30         -2184.892036      -1371040.452257            40.973231
      2.45       2.25         -2184.890641      -1371039.576881            41.848607
      2.45       2.20         -2184.889046      -1371038.576004            42.849484
      2.45       2.15         -2184.887926      -1371037.873193            43.552295
      2.45       2.10         -2184.886986      -1371037.283334            44.142154
      2.45       2.05         -2184.886826      -1371037.182933            44.242555
      2.45       2.00         -2184.886969      -1371037.272667            44.152822
      2.45       1.95         -2184.887849      -1371037.824875            43.600613
      2.45       1.90         -2184.888993      -1371038.542746            42.882742
      2.45       1.85         -2184.890976      -1371039.787097            41.638391
      2.45       1.80         -2184.892941      -1371041.020153            40.405335
      2.45       1.75         -2184.895165      -1371042.415734            39.009754
      2.45       1.70         -2184.897459      -1371043.855241            37.570247
      2.45       1.65         -2184.898933      -1371044.780190            36.645298
      2.45       1.60         -2184.899467      -1371045.115280            36.310208
      2.45       1.55         -2184.900917      -1371046.025169            35.400319
      2.45       1.50         -2184.898270      -1371044.364151            37.061337
      2.40       3.95         -2184.896127      -1371043.019398            38.406090
      2.40       3.90         -2184.896608      -1371043.321230            38.104258
      2.40       3.85         -2184.897057      -1371043.602982            37.822506
      2.40       3.80         -2184.897159      -1371043.666988            37.758500
      2.40       3.75         -2184.897553      -1371043.914227            37.511261
      2.40       3.70         -2184.897887      -1371044.123815            37.301673
      2.40       3.65         -2184.898228      -1371044.337796            37.087692
      2.40       3.60         -2184.898276      -1371044.367916            37.057572
      2.40       3.55         -2184.898660      -1371044.608880            36.816608
      2.40       3.50         -2184.898929      -1371044.777680            36.647808
      2.40       3.45         -2184.899255      -1371044.982248            36.443240
      2.40       3.40         -2184.899867      -1371045.366284            36.059204
      2.40       3.35         -2184.900125      -1371045.528181            35.897307
      2.40       3.30         -2184.900341      -1371045.663723            35.761765
      2.40       3.25         -2184.900785      -1371045.942338            35.483151
      2.40       3.20         -2184.901767      -1371046.558552            34.866936
      2.40       3.15         -2184.902058      -1371046.741157            34.684331
      2.40       3.10         -2184.902228      -1371046.847834            34.577655
      2.40       3.05         -2184.902319      -1371046.904937            34.520551
      2.40       3.00         -2184.902126      -1371046.783828            34.641661
      2.40       2.95         -2184.902228      -1371046.847834            34.577655
      2.40       2.90         -2184.902134      -1371046.788848            34.636640
      2.40       2.85         -2184.901801      -1371046.579887            34.845601
      2.40       2.80         -2184.901428      -1371046.345826            35.079662
      2.40       2.75         -2184.901033      -1371046.097960            35.327528
      2.40       2.70         -2184.900329      -1371045.656193            35.769295
      2.40       2.65         -2184.899513      -1371045.144145            36.281343
      2.40       2.60         -2184.898626      -1371044.587545            36.837944
      2.40       2.55         -2184.897390      -1371043.811943            37.613545
      2.40       2.50         -2184.896114      -1371043.011241            38.414247
      2.40       2.45         -2184.894828      -1371042.204264            39.221225
      2.40       2.40         -2184.893224      -1371041.197738            40.227750
      2.40       2.35         -2184.891873      -1371040.349973            41.075515
      2.40       2.30         -2184.890242      -1371039.326505            42.098983
      2.40       2.25         -2184.889052      -1371038.579769            42.845719
      2.40       2.20         -2184.887719      -1371037.743299            43.682190
      2.40       2.15         -2184.886926      -1371037.245684            44.179805
      2.40       2.10         -2184.886352      -1371036.885493            44.539995
      2.40       2.05         -2184.886594      -1371037.037351            44.388138
      2.40       2.00         -2184.887149      -1371037.385618            44.039870
      2.40       1.95         -2184.888492      -1371038.228364            43.197125
      2.40       1.90         -2184.890078      -1371039.223594            42.201895
      2.40       1.85         -2184.892178      -1371040.541363            40.884125
      2.40       1.80         -2184.894830      -1371042.205519            39.219970
      2.40       1.75         -2184.897246      -1371043.721582            37.703907
      2.40       1.70         -2184.899398      -1371045.071982            36.353506
      2.40       1.65         -2184.901334      -1371046.286840            35.138648
      2.40       1.60         -2184.902074      -1371046.751197            34.674291
      2.40       1.55         -2184.901466      -1371046.369671            35.055817
      2.40       1.50         -2184.900514      -1371045.772282            35.653206
      2.35       3.95         -2184.892893      -1371040.990033            40.435455
      2.35       3.90         -2184.893309      -1371041.251077            40.174412
      2.35       3.85         -2184.893611      -1371041.440585            39.984904
      2.35       3.80         -2184.893969      -1371041.665233            39.760255
      2.35       3.75         -2184.894104      -1371041.749947            39.675542
      2.35       3.70         -2184.894482      -1371041.987145            39.438343
      2.35       3.65         -2184.894472      -1371041.980870            39.444618
      2.35       3.60         -2184.894916      -1371042.259484            39.166004
      2.35       3.55         -2184.895709      -1371042.757099            38.668389
      2.35       3.50         -2184.896051      -1371042.971708            38.453781
      2.35       3.45         -2184.896344      -1371043.155568            38.269920
      2.35       3.40         -2184.896299      -1371043.127330            38.298158
      2.35       3.35         -2184.896679      -1371043.365784            38.059705
      2.35       3.30         -2184.897103      -1371043.631848            37.793641
      2.35       3.25         -2184.897153      -1371043.663223            37.762265
      2.35       3.20         -2184.897663      -1371043.983253            37.442235
      2.35       3.15         -2184.898012      -1371044.202254            37.223234
